248,10,2
HTTP,SSL,
source_ip,source_port,dest_ip,dest_port,IP4_proto,f_dur,delta_bytes,avg_ia,min_ia,max_ia,avg_len,min_len,max_len,pkt_vel,byte_vel,application,app_num
192.168.3.131,56509,65.54.95.75,80,TCP,200364.000000,1466,20036.400000,204.000000,182180.000000,146,54,968,49.909165,7316.683636,HTTP,0
192.168.3.131,56510,65.54.95.68,80,TCP,54178.000000,1506,5417.800000,183.000000,15367.000000,150,54,1008,184.576765,27797.260881,HTTP,0
192.168.3.131,56511,65.54.95.68,80,TCP,48584.000000,1453,4858.400000,228.000000,29314.000000,145,54,955,205.829080,29906.965256,HTTP,0
192.168.3.131,56012,65.54.95.140,80,TCP,51426.000000,949,5142.600000,228.000000,14989.000000,94,54,451,194.454167,18453.700463,HTTP,0
192.168.3.131,56022,65.55.206.199,80,TCP,2250091.000000,1973,225009.100000,837.000000,1788387.000000,197,54,792,4.444265,876.853425,HTTP,0
192.168.3.131,56027,65.54.95.140,80,TCP,1705009.000000,3585,170500.900000,302.000000,526383.000000,358,54,691,5.865072,2102.628197,HTTP,0
192.168.3.131,56034,65.55.206.199,80,TCP,37809721.000000,2775,3780972.100000,255.000000,25851211.000000,277,54,985,0.264482,73.393824,HTTP,0
192.168.3.131,56036,65.54.95.140,80,TCP,526978.000000,2353,52697.800000,161.000000,256647.000000,235,54,656,18.976124,4465.082034,HTTP,0
192.168.3.131,56037,65.54.95.140,80,TCP,64692.000000,1154,6469.200000,115.000000,18046.000000,115,54,656,154.578619,17838.372596,HTTP,0
192.168.3.131,56038,65.54.95.140,80,TCP,528252.000000,2354,52825.200000,138.000000,259927.000000,235,54,655,18.930359,4456.206508,HTTP,0
192.168.3.131,56039,65.54.95.140,80,TCP,523458.000000,2353,52345.800000,188.000000,258407.000000,235,54,655,19.103729,4495.107535,HTTP,0
192.168.3.131,56040,65.54.95.140,80,TCP,757405.000000,2957,75740.500000,270.000000,257224.000000,295,54,656,13.202976,3904.119989,HTTP,0
192.168.3.131,56041,65.54.95.140,80,TCP,241496.000000,1755,24149.600000,138.000000,173013.000000,175,54,656,41.408553,7267.201113,HTTP,0
192.168.3.131,56044,65.54.95.216,80,TCP,253000.000000,1082,25300.000000,235.000000,189204.000000,108,54,584,39.525692,4276.679842,HTTP,0
192.168.3.131,56051,207.46.0.109,80,TCP,25554523.000000,4987,2555452.300000,204.000000,24990723.000000,498,54,1405,0.391320,195.151363,HTTP,0
192.168.3.131,56055,65.54.95.39,80,TCP,452981.000000,2826,45298.100000,226.000000,218541.000000,282,54,713,22.075981,6238.672262,HTTP,0
192.168.3.131,56056,65.54.95.39,80,TCP,1741317.000000,2747,174131.700000,135.000000,899679.000000,274,54,715,5.742780,1577.541596,HTTP,0
192.168.3.131,56058,206.108.207.138,80,TCP,56239.000000,1290,5623.900000,186.000000,11527.000000,129,54,792,177.812550,22937.818951,HTTP,0
206.108.207.138,80,192.168.3.131,56058,TCP,24015.000000,12238,2401.500000,1.000000,9457.000000,1223,60,1514,416.406413,509598.167812,HTTP,0
192.168.3.131,56059,65.54.95.39,80,TCP,1114279.000000,2697,111427.900000,187.000000,451483.000000,269,54,671,8.974413,2420.399200,HTTP,0
192.168.3.131,56061,195.27.155.11,80,TCP,104422612.000000,4387,10442261.200000,149.000000,66175576.000000,438,54,1023,0.095765,42.011973,HTTP,0
72.14.213.132,443,192.168.3.131,52399,TCP,5282801.000000,4443,528280.100000,805.000000,3380180.000000,444,60,1484,1.892935,841.031112,SSL,1
192.168.3.131,56319,65.54.95.140,80,TCP,3578619.000000,1510,357861.900000,397.000000,3327868.000000,151,54,1012,2.794374,421.950479,HTTP,0
72.14.213.132,443,192.168.3.131,52402,TCP,47314.000000,7293,4731.400000,1.000000,21758.000000,729,60,1484,211.353933,154140.423553,SSL,1
72.14.213.138,80,192.168.3.131,58770,TCP,74338.000000,10368,7433.800000,3.000000,24618.000000,1036,60,1484,134.520703,139471.064597,HTTP,0
72.14.213.147,443,192.168.3.131,52152,TCP,189120.000000,4418,18912.000000,1.000000,140890.000000,441,60,1484,52.876481,23360.829103,SSL,1
206.108.207.139,80,192.168.3.131,55960,TCP,165420503.000000,4218,16542050.300000,777.000000,67354149.000000,421,60,576,0.060452,25.498653,HTTP,0
65.54.95.140,80,192.168.3.131,55963,TCP,2799778.000000,12162,279977.800000,1.000000,1517408.000000,1216,66,1514,3.571712,4343.915839,HTTP,0
65.54.95.140,80,192.168.3.131,56132,TCP,36823.000000,13692,3682.300000,1.000000,16508.000000,1369,66,1514,271.569400,371832.821878,HTTP,0
65.54.95.140,80,192.168.3.131,56165,TCP,33757.000000,13692,3375.700000,1.000000,15288.000000,1369,66,1514,296.234855,405604.763456,HTTP,0
65.54.95.140,80,192.168.3.131,56414,TCP,35780.000000,13224,3578.000000,1.000000,14982.000000,1322,66,1514,279.485746,369591.950811,HTTP,0
65.54.95.140,80,192.168.3.131,56415,TCP,35437.000000,13692,3543.700000,0.000000,15431.000000,1369,66,1514,282.190930,386375.821881,HTTP,0
65.54.95.140,80,192.168.3.131,56416,TCP,48236.000000,13692,4823.600000,1.000000,19891.000000,1369,66,1514,207.314039,283854.382619,HTTP,0
65.54.95.140,80,192.168.3.131,56418,TCP,118625.000000,12895,11862.500000,1.000000,62220.000000,1289,66,1514,84.299262,108703.898841,HTTP,0
65.54.95.140,80,192.168.3.131,56419,TCP,189324.000000,10524,18932.400000,2.000000,73992.000000,1052,66,1514,52.819505,55587.247259,HTTP,0
72.14.213.147,80,192.168.3.131,57839,TCP,292289.000000,10394,29228.900000,2.000000,180397.000000,1039,60,1484,34.212714,35560.695066,HTTP,0
65.54.95.142,80,192.168.3.131,55973,TCP,34126.000000,13692,3412.600000,1.000000,14486.000000,1369,66,1514,293.031706,401219.011897,HTTP,0
65.54.95.140,80,192.168.3.131,56012,TCP,32966.000000,13692,3296.600000,1.000000,14039.000000,1369,66,1514,303.342838,415337.013893,HTTP,0
65.54.95.140,80,192.168.3.131,56497,TCP,163473.000000,12256,16347.300000,1.000000,96248.000000,1225,66,1514,61.172181,74972.625449,HTTP,0
65.54.95.140,80,192.168.3.131,56500,TCP,232857.000000,10802,23285.700000,1.000000,113359.000000,1080,60,1514,42.944812,46388.985515,HTTP,0
65.54.95.140,80,192.168.3.131,56501,TCP,3902574.000000,9469,390257.400000,750.000000,3594620.000000,946,60,1514,2.562411,2426.347329,HTTP,0
65.54.95.140,80,192.168.3.131,56502,TCP,413917.000000,10846,41391.700000,1.000000,133450.000000,1084,60,1514,24.159433,26203.320956,HTTP,0
65.54.95.140,80,192.168.3.131,56503,TCP,410911.000000,9934,41091.100000,1.000000,134875.000000,993,60,1514,24.336170,24175.551397,HTTP,0
65.54.95.140,80,192.168.3.131,56036,TCP,511104.000000,11798,51110.400000,1.000000,275100.000000,1179,66,1514,19.565490,23083.364638,HTTP,0
65.54.95.140,80,192.168.3.131,56037,TCP,41502.000000,13692,4150.200000,1.000000,17642.000000,1369,66,1514,240.952243,329911.811479,HTTP,0
65.54.95.140,80,192.168.3.131,56038,TCP,511046.000000,11174,51104.600000,0.000000,279776.000000,1117,66,1514,19.567710,21864.959319,HTTP,0
65.54.95.140,80,192.168.3.131,56039,TCP,505526.000000,12152,50552.600000,1.000000,272975.000000,1215,66,1514,19.781376,24038.328395,HTTP,0
65.54.95.140,80,192.168.3.131,56040,TCP,507132.000000,12054,50713.200000,1.000000,273539.000000,1205,66,1514,19.718732,23768.959561,HTTP,0
65.54.95.140,80,192.168.3.131,56041,TCP,214663.000000,12259,21466.300000,784.000000,170079.000000,1225,66,1514,46.584647,57108.118306,HTTP,0
65.54.95.140,80,192.168.3.131,56319,TCP,36973.000000,13692,3697.300000,1.000000,16262.000000,1369,66,1514,270.467639,370324.290699,HTTP,0
207.46.96.145,80,10.0.2.15,2529,TCP,150446.000000,7888,15044.600000,328.000000,61092.000000,788,60,1102,66.469032,52430.772503,HTTP,0
206.108.207.155,80,192.168.3.131,56168,TCP,442683.000000,11639,44268.300000,805.000000,298194.000000,1163,60,1514,22.589528,26291.951577,HTTP,0
65.54.95.149,80,192.168.3.131,56423,TCP,36281.000000,13692,3628.100000,1.000000,13986.000000,1369,66,1514,275.626361,377387.613351,HTTP,0
72.14.213.148,80,192.168.3.131,56424,TCP,32630.000000,11998,3263.000000,1.000000,27663.000000,1199,60,1484,306.466442,367698.437021,HTTP,0
184.85.226.161,443,172.16.255.1,10646,TCP,170555.000000,9043,17055.500000,5.000000,52116.000000,904,60,1514,58.632113,53021.019612,SSL,1
184.85.226.161,443,172.16.255.1,10647,TCP,107501.000000,9469,10750.100000,287.000000,38559.000000,946,60,1514,93.022390,88082.901554,SSL,1
184.85.226.161,443,172.16.255.1,10649,TCP,210350.000000,7288,21035.000000,3.000000,59081.000000,728,60,1514,47.539815,34647.016877,SSL,1
184.85.226.161,443,172.16.255.1,10650,TCP,120855.000000,8223,12085.500000,3.000000,44884.000000,822,60,1514,82.743784,68040.213479,SSL,1
184.85.226.161,443,172.16.255.1,10651,TCP,184163.000000,7507,18416.300000,273.000000,63283.000000,750,60,1514,54.299724,40762.802517,SSL,1
184.85.226.161,443,172.16.255.1,10652,TCP,122592.000000,7039,12259.200000,3.000000,42062.000000,703,60,1514,81.571391,57418.102323,SSL,1
65.55.206.199,80,192.168.3.131,56022,TCP,201027.000000,13686,20102.700000,2.000000,117455.000000,1368,60,1514,49.744562,68080.407109,HTTP,0
204.9.163.184,443,172.16.255.1,10637,TCP,60822128.000000,1191,6082212.800000,3.000000,59653451.000000,119,60,610,0.164414,19.581689,SSL,1
204.9.163.181,443,172.16.255.1,10639,TCP,768198.000000,6227,76819.800000,274.000000,329317.000000,622,60,1514,13.017477,8105.983093,SSL,1
204.9.163.181,443,172.16.255.1,10641,TCP,316928.000000,10403,31692.800000,256.000000,85068.000000,1040,60,1514,31.552908,32824.490105,SSL,1
204.9.163.181,443,172.16.255.1,10640,TCP,344690.000000,10403,34469.000000,291.000000,92418.000000,1040,60,1514,29.011576,30180.742116,SSL,1
204.9.163.181,443,172.16.255.1,10642,TCP,322010.000000,10403,32201.000000,253.000000,88932.000000,1040,60,1514,31.054936,32306.450110,SSL,1
65.55.206.199,80,192.168.3.131,56411,TCP,202138.000000,13686,20213.800000,1.000000,92903.000000,1368,60,1514,49.471153,67706.220503,HTTP,0
65.55.206.199,80,192.168.3.131,56034,TCP,26312997.000000,12334,2631299.700000,2.000000,26143135.000000,1233,60,1514,0.380040,468.741740,HTTP,0
213.146.189.205,443,172.16.255.1,10688,TCP,96701883.000000,981,9670188.300000,3.000000,95847446.000000,98,60,357,0.103411,10.144580,SSL,1
65.55.5.232,80,192.168.3.131,55957,TCP,131193390.000000,12412,13119339.000000,19947.000000,67089681.000000,1241,60,1496,0.076223,94.608425,HTTP,0
65.55.5.231,80,192.168.3.131,55959,TCP,131532947.000000,10430,13153294.700000,19849.000000,66192822.000000,1043,60,1407,0.076027,79.295722,HTTP,0
65.54.95.216,80,192.168.3.131,56044,TCP,48957.000000,12238,4895.700000,2.000000,17972.000000,1223,60,1514,204.260882,249974.467390,HTTP,0
65.54.95.216,80,192.168.3.131,56133,TCP,37228.000000,12238,3722.800000,748.000000,12009.000000,1223,60,1514,268.615021,328731.062641,HTTP,0
128.241.90.211,80,172.16.255.1,10653,TCP,323966.000000,12238,32396.600000,268.000000,107252.000000,1223,60,1514,30.867437,37775.569041,HTTP,0
128.241.90.211,80,172.16.255.1,10654,TCP,218639.000000,12238,21863.900000,3.000000,108017.000000,1223,60,1514,45.737494,55973.545433,HTTP,0
128.241.90.211,80,172.16.255.1,10655,TCP,220263.000000,12238,22026.300000,4.000000,109213.000000,1223,60,1514,45.400271,55560.852254,HTTP,0
65.54.95.216,80,192.168.3.131,56166,TCP,34450.000000,12238,3445.000000,2.000000,13462.000000,1223,60,1514,290.275762,355239.477504,HTTP,0
65.55.5.232,80,192.168.3.131,55962,TCP,191738320.000000,12099,19173832.000000,1.000000,67447398.000000,1209,60,1514,0.052154,63.101627,HTTP,0
65.55.15.244,80,10.0.2.15,2537,TCP,433383.000000,4069,43338.300000,8431.000000,75542.000000,406,60,949,23.074278,9388.923885,HTTP,0
